search query,article date,article title,article summary
hurricane maria,2017-08-24T11:06:12+0000,"Trump Said the Opioid Crisis Is a National Emergency, but He Never Filed the Paperwork",There are 28 active national emergencies. The opioid crisis is not yet one of them.
hurricane maria,2017-08-28T01:46:43+0000,"In Houston, Anxiety and Frantic Rescues as Floodwaters Rise",Heavy rainfall from Tropical Storm Harvey has paralyzed the nation’s fourth-largest city. Five are dead; officials fear more trouble with more rain.
hurricane maria,2017-08-29T09:30:17+0000,"Texas, North Korea, U.S. Open: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-08-30T15:46:18+0000,A Catskills Art Scene Makes a Splash With Free Curry,"Unclebrother, opened by Gavin Brown and Rirkrit Tiravanija in the town of Hancock, N.Y., is part restaurant, part art gallery."
hurricane maria,2017-09-19T16:26:48+0000,Puerto Rico Flooded by Hurricane Maria,All regions of Puerto Rico battled floodwaters as Hurricane Maria regained “major hurricane status” off the coast of the Dominican Republic.
hurricane maria,2017-09-22T20:56:50+0000,"A Walk Through Dominica, Hours After Hurricane Maria","On the morning after Hurricane Maria hit Dominica, a resident surveyed the devastation in the island’s capital, Roseau."
hurricane maria,2017-09-20T02:39:17+0000,Listen: Locals Describe Hurricane Maria’s Damage in Dominica,"With no power, phones or internet, Dominica residents turned to amateur radio to give updates on their situation after Hurricane Maria battered the island."
hurricane maria,2017-09-17T23:40:12+0000,"Now It’s Hurricane Maria, and Caribbean Braces for New Hit","Less than two weeks after Hurricane Irma devastated the islands, residents learned Tropical Storm Maria had intensified and was heading their way."
hurricane maria,2017-09-21T08:29:19+0000,"Hurricane Maria Updates: In Puerto Rico, the Storm ‘Destroyed Us’","Puerto Ricans are facing the crushing devastation wrought by Hurricane Maria — splintered homes, uprooted trees and floodwaters coursing through streets."
hurricane maria,2017-09-19T08:59:20+0000,"Hurricane Maria Does ‘Mind-Boggling’ Damage to Dominica, Leader Says","Prime Minister Roosevelt Skerrit said the Caribbean island had sustained “widespread devastation” from the storm, which hit at Category 5 strength."
hurricane maria,2017-09-27T06:02:01+0000,Puerto Rico After Hurricane Maria,What do you know about what is happening in Puerto Rico right now?
hurricane maria,2017-09-22T13:12:59+0000,How to Help Puerto Rico and Other Islands After Hurricane Maria,"A guide to helping victims of a storm that devastated the Caribbean, leaving millions without power and limited access to water."
hurricane maria,2017-09-18T23:32:23+0000,Hurricane Maria Makes Landfall in Dominica as Other Islands Brace for Potential Disaster,"The Caribbean islands scrambled to prepare for another big storm, Hurricane Maria, which was barreling through only days after Irma killed more than two dozen."
hurricane maria,2017-09-22T02:07:43+0000,Mother and Children Rescued From a Boat Caught in Hurricane Maria,"A full day passed before the Coast Guard could rescue a family of four that was at sea during the storm. One passenger, a British man, died."
hurricane maria,2017-09-18T19:17:22+0000,Maps: Hurricane Maria’s Path Across Puerto Rico,"Real-time map showing the position and forecast for Hurricane Maria, and the storm’s impact in Puerto Rico."
hurricane maria,2017-09-27T21:15:22+0000,"In the Virgin Islands, Hurricane Maria Drowned What Irma Didn’t Destroy","As islanders wait for doctors, medicine, fuel and manpower to rebuild, the economic toll from the storms is only starting to come to light."
hurricane maria,2017-09-22T16:30:28+0000,Hurricane Maria Live Updates: Structural Damage at Guajataca Dam Prompts Evacuations in Puerto Rico,"A dam in northwestern Puerto Rico suffered structural damage on Friday, the governor said at a news conference, prompting evacuations of areas nearby in the aftermath of Hurricane Maria."
hurricane maria,2017-09-19T18:25:29+0000,Puerto Rico Braces for ‘Potentially Catastrophic’ Hit by Hurricane Maria,A glancing hit by Hurricane Irma left 70 percent of households without power and 34 percent without water. Now Hurricane Maria is on a path to hit the vulnerable island directly.
hurricane maria,2017-09-20T09:34:18+0000,"Mexico, Donald Trump, Hurricane Maria: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-19T19:56:45+0000,"United Nations, Hurricane Maria, Rohingya: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-24T21:44:33+0000,New York Expands Relief Efforts for Puerto Rico After Hurricane Maria,Gov. Andrew M. Cuomo announced a statewide partnership to provide aid to the island territory days after viewing the damage wrought by Hurricane Maria.
hurricane maria,2017-09-18T09:38:57+0000,"Hurricane Maria, Rohingya, Emmy Awards: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-20T04:07:52+0000,"United Nations, Mexico, Hurricane Maria: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-20T19:56:19+0000,"Hurricane Maria, Mexico City, Iran: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-18T20:06:14+0000,"North Korea, Rohingya, Hurricane Maria: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-19T09:39:21+0000,"Donald Trump, Hurricane Maria, Sean Spicer: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-22T16:57:12+0000,"After Maria and Irma: Caribbean Tourism, Island by Island","In the wake of two powerful hurricanes, a look at the damage, bright spots and the uncertain future."
hurricane maria,2017-09-19T04:12:55+0000,"United Nations, Hurricane Maria, Martin Schulz: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-28T19:59:16+0000,"Once Trapped in Korea, Puerto Rican Vets Now Face Battle at Home",Puerto Rican veterans who survived the horrors of Korea wonder when their commander in chief will address their island’s humanitarian crisis.
hurricane maria,2017-09-21T09:32:03+0000,"Hurricane Maria, North Korea, Federal Reserve: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-19T22:01:59+0000,"Trump, Hurricane Maria, Mexico: Your Tuesday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-26T10:58:00+0000,"Weekly News Quiz: N.F.L. Protests, Travel Ban, Hurricane Maria",Have you been paying attention to the headlines this week? Take our 10-question quiz and see.
hurricane maria,2017-09-18T22:00:45+0000,"Hurricane Maria, St. Louis, Sean Spicer: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-22T21:52:50+0000,"Republican Party, North Korea, Hurricane Maria: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-20T22:06:18+0000,"Mexico City, Hurricane Maria, Iran: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-27T09:00:25+0000,"The Devastation in Puerto Rico, as Seen From Above",Aerial imagery shows the destruction that Hurricane Maria brought to the United States commonwealth.
hurricane maria,2017-09-24T22:23:01+0000,Puerto Rico Is American. We Can’t Ignore It Now.,"Economically ruined before the storm, without power, electrically or electorally, it, and the Virgin Islands, need full federal aid."
hurricane maria,2017-09-27T19:39:01+0000,"Harvey, Irma, Maria: Trump Administration’s Response Compared","President Trump has been accused of giving the crisis in Puerto Rico short shrift, compared with his response to major storms in Texas and Florida. But the picture is more complex."
hurricane maria,2017-09-25T16:42:58+0000,Jennifer Lopez Donates $1 Million to Puerto Rico Relief Effort,"The singer, who is of Puerto Rican descent, is leading a New York-state-wide donation drive in the wake of Hurricanes Irma and Maria."
hurricane maria,2017-09-29T20:52:52+0000,Don’t Let Puerto Rico Fall Into an Economic Abyss,Decades of economic progress were undone in 12 hours by Hurricane Maria. Now the island needs substantial and sustained help.
hurricane maria,2017-09-21T00:41:39+0000,"Maria Strikes, and Puerto Rico Goes Dark","Less than two weeks after Hurricane Irma, a new storm made a direct hit on the island, knocking out its power grid."
hurricane maria,2017-09-27T01:07:34+0000,"At Puerto Rico’s Main Airport, Heavy Hearts and Long Waits","Commercial air traffic has increased, but many were stuck waiting at the gates and some wondered if they would ever come back."
hurricane maria,2017-09-21T23:43:49+0000,"For Puerto Ricans Off the Island, a Struggle to Make Contact After Maria","With all power out and most cell towers down, many Puerto Ricans found themselves unable to communicate with loved ones on the storm-ravaged island."
hurricane maria,2017-09-20T07:00:24+0000,"For Many Medical Students, the Caribbean Was Warm and Welcoming. Until Now.","Offshore schools have become an established part of the medical education system, but two deadly hurricanes have damaged some schools and led to evacuations."
hurricane maria,2017-09-22T03:34:40+0000,"Stepping Out After a Day and Night of Fear, Puerto Ricans Find an Island in Tatters","With power gone and most communication out, residents surveyed the extensive damage they could see and wondered about the devastation elsewhere that they could not."
hurricane maria,2017-09-25T00:57:35+0000,Puerto Rico’s Agriculture and Farmers Decimated by Maria,Hurricane Maria’s barrage took out entire plantations and destroyed crops and livestock across the island. The storm knocked out about 80 percent of its crops.
hurricane maria,2017-09-29T21:12:51+0000,"In Puerto Rico, Loved Ones Send Video Messages: ‘We Are Alive’","In Utuado, one of the hardest hit towns in Puerto Rico, locals sent video messages to relatives abroad. The community has been without phone or internet connections since Hurricane Maria hit the island."
hurricane maria,2017-09-29T15:26:15+0000,San Juan Mayor on Hurricane Response: ‘This Is Not a Good News Story’,"Carmen Yulín Cruz, the mayor, had a blistering response to comments by an administration official about the situation in Puerto Rico."
hurricane maria,2017-09-20T09:39:44+0000,Puerto Rico Loses Power and Sets a Curfew,"The storm, which killed at least one person in Puerto Rico, regained “major hurricane status” early Thursday, marching toward the Dominican Republic as a Category 3 system."
hurricane maria,2017-09-19T18:15:26+0000,Islands Seek International Funding for Hurricane Recovery,"In a special United Nations session, leaders of islands battered by hurricanes made worse by climate change appealed to wealthy countries for aid."
hurricane maria,2017-09-23T00:43:46+0000,"Facing Months in the Dark, Ordinary Life in Puerto Rico Is ‘Beyond Reach’","In the aftermath of Hurricane Maria, Puerto Ricans were contemplating empty refrigerators, campfire cooking and perhaps wrangling for fresh water."
hurricane maria,2017-09-27T18:01:42+0000,What Keeps Puerto Rico’s Governor Awake at Night,"In an interview, Gov. Ricardo A. Rosselló talks about what the island needs to get through the enormous disaster of Hurricane Maria."
hurricane maria,2017-09-22T10:30:44+0000,"Listen to ‘The Daily’: Hurricanes, Humans and Climate Change","As Maria tears apart the Caribbean, leaders in the region say that recent storms have created a humanitarian crisis — and that humans are to blame."
hurricane maria,2017-09-28T12:41:38+0000,"Trump Waives Jones Act for Puerto Rico, Easing Hurricane Aid Shipments",Puerto Rican officials and their allies had argued that the law was making it harder to get needed supplies to the island after Hurricane Maria.
hurricane maria,2017-09-23T00:17:02+0000,"In a Puerto Rican Town, ‘Water Came Out of Nowhere’","In the hard-hit town of Toa Baja, Hurricane Maria’s wrath swept some residents to their deaths."
hurricane maria,2017-09-23T13:11:05+0000,"The Storms Moved On. The Caribbean Islands Fear the Tourists Might, Too.","In a region that relies on visitors, hurricanes left tourism on some islands ‘in a coma.’ The threat of a long-term slump looms, complicating efforts to rebuild."
hurricane maria,2017-09-26T17:58:18+0000,5 Islands in and Around the Caribbean That You Can Still Visit ,Nearly 70 percent of the Caribbean was not damaged by the hurricanes. Here are the islands where you can have an unspoiled beach getaway and help tourism.
hurricane maria,2017-09-29T23:34:41+0000,San Juan Mayor Rebukes Trump Administration for Rosy Comments on Relief Effort,"“Damn it, this is not a good news story,” Mayor Carmen Yulín Cruz said. Later, President Trump said the operation was going “really well, considering.”"
hurricane maria,2017-09-22T00:35:57+0000,Puerto Rico Faces Mountain of Obstacles on the Road to Recovery,"For an island long crippled by enormous debt and an essentially bankrupt financial system, Puerto Rico’s road back has gone from long to seemingly endless."
hurricane maria,2017-09-28T08:30:27+0000,Washington Set Puerto Rico Up for Disaster,"Long before Hurricane Maria targeted Puerto Rico, the island was impoverished by neglect and abuse from Congress."
hurricane maria,2017-09-26T00:44:27+0000,"In Battered Puerto Rico, Governor Warns of a Humanitarian Crisis","Stressing that Puerto Rico deserved the same treatment as hurricane-hit Florida and Texas, Gov. Ricardo A. Rosselló urged Congress to move swiftly to send more aid."
hurricane maria,2017-09-23T12:35:51+0000,"When Disaster Hits and Landlines Fail, Social Media Is a Lifeline","As more people turn to their smartphones in large-scale emergencies, traditional dispatchers are racing to keep up."
hurricane maria,2017-09-24T00:08:54+0000,Cracks in a Puerto Rican Dam Send Neighbors a Message: Leave Now,"Officials of Isabela, in northwest Puerto Rico, are trying to evacuate residents after Hurricane Maria damaged the nearby Guajataca Dam."
hurricane maria,2017-09-29T17:34:33+0000,New York’s Response to Puerto Rico Devastation: ‘It’s Personal for Us’,An outpouring of relief efforts in New York after Hurricane Maria reflects a bond to the island that has stretched over decades.
hurricane maria,2017-09-26T00:09:37+0000,The Jones Act: The Law Strangling Puerto Rico,The Jones Act has outlived its original World War I intent and is devastating the island’s economy.
hurricane maria,2017-09-25T23:33:39+0000,Puerto Rico: What Other Americans Should Know,"Hurricane Maria devastated Puerto Rico, home to 3.4 million Americans. Here are answers to questions you may have about the commonwealth."
hurricane maria,2017-09-26T20:53:43+0000,Puerto Ricans on Mainland Rely on Strangers to Reach Relatives,"Nearly a week after Hurricane Maria, people are resorting to extreme measures — and the kindness of others — to reach loved ones in Puerto Rico."
hurricane maria,2017-09-27T00:47:26+0000,‘This Is Like in War’: A Scramble to Care for Puerto Rico’s Sick and Injured,"The situation on Puerto Rico was becoming increasingly critical as residents struggled to find medical care amid a shortage of power, water and gasoline."
hurricane maria,2017-09-22T08:30:01+0000,"Teaching Activities for: ‘Maria Strikes, and Puerto Rico Goes Dark’",How will Puerto Rico recover from the latest devastating hurricane?
hurricane maria,2017-09-27T21:39:26+0000,"After Disasters, New York Goes Into Overdrive in Gathering Aid","Volunteers united to send relief supplies to Puerto Rico and Mexico, the homelands of two of city’s largest Spanish-speaking populations."
hurricane maria,2017-09-17T01:45:19+0000,Tropical Storm Maria Is Latest Threat to Caribbean Islands,"A hurricane watch has been issued for Antigua and Barbuda, and Puerto Rico and the Virgin Islands may be affected by the middle of next week."
hurricane maria,2017-09-18T18:39:51+0000,"Despite Rising Seas and Bigger Storms, Florida’s Land Rush Endures",Florida rose from a swamp and never stopped growing. But hurricanes become harder to absorb as the buildings keep spreading.
hurricane maria,2017-09-26T13:50:49+0000,Nearly Half of Americans Don’t Know Puerto Ricans Are Fellow Citizens,"A new poll suggests many Americans don’t realize that what happened in Puerto Rico is a domestic disaster, not a foreign one."
hurricane maria,2017-09-28T21:43:28+0000,Trump Administration Is Pressed to Step Up Hurricane Recovery in Puerto Rico,"White House aides insisted that the administration’s response was adequate, but residents in Puerto Rico complained of a lack of basic supplies."
hurricane maria,2017-09-29T23:10:46+0000,"With Widespread Power Failures, Puerto Rico Is Cash Only","With power failures and communications outages still widespread nine days after Hurricane Maria, much of Puerto Rico has become a cash-only island."
hurricane maria,2017-09-19T12:58:17+0000,The 2017 Hurricane Season Really Is More Intense Than Normal,"It’s not your imagination. From Harvey to Irma to Jose to Maria, this year’s Atlantic hurricane season “has been an overachiever by almost every index.”"
hurricane maria,2017-09-29T15:37:07+0000,"A Teacher Vanishes Again. This Time, in the Virgin Islands.","Nine years ago, Hannah Upp disappeared in New York and was found weeks later in a fugue state. Now she is missing in the hurricane-devastated Virgin Islands."
hurricane maria,2017-09-29T07:21:22+0000,Trump’s Deadly Narcissism,The president strokes his ego while Americans suffer and die.
hurricane maria,2017-09-06T00:04:19+0000,"Hurricane Irma, Packing 185-M.P.H. Winds, Makes Landfall in Caribbean","Among the most powerful storms recorded in the Atlantic Ocean, the storm arrived in the islands with 185 m.p.h. winds, with the eye passing over Barbuda as it headed toward Puerto Rico."
hurricane maria,2017-09-27T22:29:49+0000,In a Puerto Rican Village: ‘The Wind Came and Took Everything’,"In a village fifteen minutes from the capital of Puerto Rico, residents sit amid the rubble that was once their homes."
hurricane maria,2017-09-19T10:00:02+0000,New York Today: Hurricane Jose Approaches,"Tuesday: Tracking the storm, the Big City Book Club, and President Trump at the U.N."
hurricane maria,2017-09-25T03:27:59+0000,"Quotation of the Day: ‘No More Agriculture in Puerto Rico,’ a Farmer Laments","Quotation of the Day for Monday, September 25, 2017."
hurricane maria,2017-09-29T01:16:57+0000,Puerto Rico Deserves Better,"The island won’t recover unless it gets more, and speedier, federal help."
hurricane maria,2017-09-14T00:00:45+0000,"After Irma, a Grim Sense of Déjà Vu in St. Augustine","At 452 years old, St. Augustine is no stranger to flooding. But damage from hurricanes in two consecutive years has left residents soaked, frustrated and worried about the future."
hurricane maria,2017-09-26T15:58:45+0000,Trump Rates His Hurricane Relief: ‘Great.’ ‘Amazing.’ ‘Tremendous.’,"The hurricanes are yet another reminder of the president’s rare capacity for self-congratulation, even in the aftermath of deadly disasters."
hurricane maria,2017-09-21T10:00:25+0000,New York Today: Theater in Odd Places,"Thursday: Performing in unusual spaces, a Rosh Hashana Jazz service, and help for the victims in Mexico and the Caribbean."
hurricane maria,2017-09-27T14:03:42+0000,How to Decide Where to Donate Your Money After Disasters,"In a time of hurricanes, floods, earthquakes and wildfires, choosing a charity can be overwhelming. Here’s some help."
hurricane maria,2017-09-21T09:00:33+0000,How to Use Twitter and Facebook for Emergency Travel Information,"You don’t have to like social media, but when a natural disaster or emergency strikes, it can provide essential travel tools."
hurricane maria,2017-09-08T00:03:08+0000,"In Florida, Searching for Gas and Water, and Watching Irma","Residents across South Florida scrambled to prepare for the hurricane. Gas, water, plywood and sandbags were in short supply."
hurricane maria,2017-09-28T17:25:50+0000,Relief Efforts in a Battered Puerto Rico,Readers both praise and criticize the U.S. response and suggest ways to hasten aid and to rebuild based on renewable energy.
hurricane maria,2017-09-29T09:00:19+0000,Preparing Your Home for a Disaster,The past few weeks of rolling natural disasters are a reminder to homeowners across the country to do what they can to prepare for the unknown.
hurricane maria,2017-09-23T04:06:38+0000,"Corrections: September 23, 2017","Corrections appearing in print on Saturday, September 23, 2017."
hurricane maria,2017-09-27T09:14:58+0000,Seth Meyers Criticizes Trump’s Response to Crisis in Puerto Rico,Mr. Meyers was frustrated that President Trump chose to remind his Twitter followers on Monday that the island is in debt to Wall Street lenders.
hurricane maria,2017-09-24T04:49:43+0000,"Corrections: September 24, 2017","Corrections appearing in print on Sunday, September 24, 2017."
hurricane maria,2017-09-17T10:00:37+0000,"Emmy Awards, London Underground, Hurricane Jose: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
hurricane maria,2017-09-21T14:39:59+0000,"Senator Cassidy, Please Stop Lying about Health Care","Bill Cassidy is selling his bill by telling one falsehood after another, because the truth would scare away his colleagues."
hurricane maria,2017-09-27T19:02:45+0000,Puerto Rico May Get Help from Unlikely Source: Its Lenders,Investors who hold some of Puerto Rico’s bonds are offering the beleaguered island $1 billion to finance urgent repairs to its ruined electrical grid.
hurricane maria,2017-09-25T10:00:02+0000,New York Today: Why Do We Yawn?,"Monday: Doctors explain the phenomenon, where to donate to hurricane relief efforts, and the Library HotSpot Program."
hurricane maria,2017-09-25T13:05:32+0000,Read Both Sides of the Trump-N.F.L. Fight,How much have you thought about why so many of your fellow Americans disagree with those athletes’ protests?
hurricane maria,2017-09-27T09:36:54+0000,"Puerto Rico, Roy Moore, College Basketball: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-27T12:06:07+0000,Alabama Out-Trumps Trump,Roy Moore’s victory is a loss for Trump and a win for bigotry.
hurricane maria,2017-09-06T02:57:08+0000,"Corrections: September 6, 2017","Corrections appearing in print on Wednesday, September 6, 2017."
hurricane maria,2017-09-28T22:54:00+0000,"Amid Facebook’s Troubles, Message to Advertisers Stays Consistent","At Advertising Week, the social network extolled its size and reach to marketers, even while facing criticism over the misuse of its ad-targeting tools."
hurricane maria,2017-09-27T10:13:28+0000,New York Today: A Summery September,"Wednesday: The “why” behind this warmer weather, a celebration of fall harvest season, and a vote for Election Day stickers."
hurricane maria,2017-09-21T22:03:50+0000,"North Korea, Puerto Rico, Mexico: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-28T09:35:46+0000,"Tax Plan, Catalonia, Hugh Hefner: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-20T18:06:33+0000,Confident Fed Sets Stage for December Rate Increase,"The Federal Reserve said a trio of punishing hurricanes were unlikely to reduce the pace of economic growth, and it continued to dismantle its stimulus programs."
hurricane maria,2017-09-27T04:02:12+0000,"Catalonia, Germany, Saudi Arabia: Your Wednesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-28T10:00:01+0000,New York Today: Our First Responders in Puerto Rico,"Thursday: New Yorkers helping hurricane victims, events around the city, and a World War I centennial."
hurricane maria,2017-09-25T21:21:48+0000,"At N.B.A. Media Days, Players and Coaches Take Aim at President Trump","LeBron James weighed in again, as he did on Saturday, when he referred to Trump as a “bum.” Toronto’s DeMar DeRozan compared Trump to a “12-year-old.”"
hurricane maria,2017-09-29T13:00:01+0000,"How Savannah Guthrie, of the ‘Today’ Show, Spends Her Sundays","The television host and children’s book author “sleeps in” until 6 a.m., enjoys a hearty breakfast, and then hits the town with her family."
hurricane maria,2017-09-04T21:01:27+0000,"Battered by Harvey, Immigrants in Houston Brace for a DACA Decision",Some families said their choices about whether to rebuild wrecked homes may depend on whether President Trump ends a program for “Dreamers.”
hurricane maria,2017-09-26T04:11:15+0000,"Angela Merkel, North Korea, Iraq: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-27T22:00:25+0000,"Tax Plan, Roy Moore, Puerto Rico: Your Wednesday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-04T04:08:47+0000,"North Korea, Angela Merkel, U.S. Open: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-05T20:58:30+0000,What They Saved: Texans Reflect on Treasures Plucked From Harvey,"A photo-booth snapshot, a beloved set of cups, a Turkish rug: After a hurricane, Texans found ways to save valued possessions."
hurricane maria,2017-09-18T04:09:52+0000,"United Nations, Facebook, Hamas: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-21T19:55:25+0000,"North Korea, Puerto Rico, Iran: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-22T04:13:39+0000,"North Korea, Angela Merkel, Laver Cup: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-29T22:01:12+0000,"Tom Price, Rohingya People, Elon Musk: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-29T09:33:06+0000,"Puerto Rico, Elon Musk, Julia Louis-Dreyfus: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-28T22:12:22+0000,"Menendez’s Actions on a Donor’s Behalf Were ‘Unusual,’ Witnesses Say","Witnesses in the corruption trial of Senator Robert Menendez, a Democrat, said he used his seats on two powerful senate committees to help a wealthy donor."
hurricane maria,2017-09-25T22:09:46+0000,"North Korea, N.F.L., Puerto Rico: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.
hurricane maria,2017-09-26T09:31:53+0000,"Health Care, N.F.L., Puerto Rico: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-25T09:36:40+0000,"N.F.L., Angela Merkel, Iraqi Kurdistan: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-22T09:43:07+0000,"North Korea, Puerto Rico, Aaron Hernandez: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-28T09:00:19+0000,"With Tax Cuts on the Table, Once-Mighty Deficit Hawks Hardly Chirp","Senate Republicans are pressing ahead with a plan to cut taxes by up to $1.5 trillion, and those worried about the deficit have little company."
hurricane maria,2017-09-28T04:03:03+0000,"Catalonia, Saudi Arabia, Hugh Hefner: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-25T04:04:19+0000,"Angela Merkel, N.F.L., Catalonia: Your Monday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-28T20:03:08+0000,"North Korea, Hugh Hefner, Shinzo Abe: Your Friday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-29T00:00:51+0000,"Student Charged in Bronx School Stabbing Felt Bullied, Police Say",Investigators are trying to piece together the life of an 18-year-old before his classmate was killed and another injured during a fight at a Bronx high school.
hurricane maria,2017-09-25T20:21:49+0000,"North Korea, Japan, Myanmar: Your Tuesday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-24T10:00:52+0000,"The N.F.L. and N.B.A., Puerto Rico, North Korea: Your Weekend Briefing",Here’s what you need to know about the week’s top stories.
hurricane maria,2017-09-21T04:10:36+0000,"Mexico, Iran, Catalonia: Your Thursday Briefing",Here’s what you need to know to start your day.
hurricane maria,2017-09-08T22:09:43+0000,A Generation of Architects Making Its Mark at Dizzying Speed,"There’s a bumper crop of designers around the globe who are hitting their stride, adding new depth to architecture."
hurricane maria,2017-09-14T20:18:30+0000,Still Processing: Lessons in Loss and Power from Venus Williams and Rihanna,"We watch the scene at the rollout of the singer’s new cosmetics line, Fenty Beauty, and observe Williams’s extreme grace on the tennis court."
hurricane maria,2017-09-11T23:21:51+0000,"Houston’s Floodwaters Are Tainted, Testing Shows","Water samples contained unsafe levels of fecal bacteria and other contaminants, both inside and outside homes, The Times found."
hurricane maria,2017-09-28T18:35:30+0000,Still Processing: Take a Knee if You Agree,"We talk about the protests that swept the N.F.L. last weekend, and what they mean for Trump and the country at large."
hurricane maria,2017-10-11T21:45:04+0000,Another Victim of Hurricane Maria: Puerto Rico’s Treasured Rainforest,"Maria’s winds ripped through the only tropical rain forest in the United States forest system, decimating much of its flora and fauna."
hurricane maria,2017-10-04T19:45:26+0000,Island in Crisis: Teaching About Puerto Rico After Hurricane Maria,"In this lesson plan, we help students to learn more about current events in Puerto Rico using New York Times reporting and videos."
hurricane maria,2017-10-04T21:42:44+0000,"In the wake of Hurricane Maria, Snippets of Life Resume in San Juan","Two weeks after Hurricane Maria devastated Puerto Rico, a measure of life has returned to its 494-year-old capital city. But it is a life far from normal."
hurricane maria,2017-10-16T09:00:11+0000,"Stranded by Maria, Puerto Ricans Get Creative to Survive","Three weeks after Hurricane Maria devastated Puerto Rico, people across the island, especially those in remote areas, are improvising ways to stay alive."
hurricane maria,2017-10-26T10:28:26+0000,Atlantic Hurricanes Wipe Out Reinsurers’ Profits in Europe,"Munich Re, one of the largest insurers of insurance companies, said Harvey, Irma and Maria would push it to a third-quarter loss. Higher premiums may follow."
hurricane maria,2017-10-03T17:58:34+0000,Aid Is Getting to Puerto Rico. Distributing It Remains a Challenge.,"Two weeks after Hurricane Maria, many are still receiving only meager portions and delivery is being hampered by bureaucracy and tough logistics."
hurricane maria,2017-10-05T19:23:49+0000,"For Many on Puerto Rico, the Most Coveted Item is a Plane Ticket Out","With life on their island still badly disrupted two weeks after Hurricane Maria, thousands of Puerto Ricans are joining a rush to leave. Many of them say it will be for good."
hurricane maria,2017-10-02T23:44:50+0000,"In Puerto Rico, Equal Parts Fear and Fellowship After Storm","Despite a ravaged island, the social fabric has held and crime has not spiked in Puerto Rico. But people are wondering how long that will hold up."
hurricane maria,2017-10-24T19:41:20+0000,"In Puerto Rico, We Invented Resilience","Once again, we realize that we’re one of the Caribbean peoples on the hurricane highway."
hurricane maria,2017-10-29T09:00:01+0000,Rebuilding a Dam in Puerto Rico,A massive effort is underway to repair a nearly three-foot crack in the Guajataca Dam created during Hurricane Maria.
hurricane maria,2017-10-02T20:04:41+0000,From Puerto Rico to Trump: ‘We Are Not Idle’,A teacher rebuts the president’s tweet suggesting that Puerto Ricans have not been doing enough for themselves after the hurricane.
hurricane maria,2017-10-11T23:26:49+0000,Has America Forgotten the Virgin Islands?,"“It feels like we’ve been left to ourselves,” my friend said to me."
hurricane maria,2017-10-06T04:02:13+0000,Lin-Manuel Miranda Gathers All-Star Latin Artists for Hurricane Relief,"The “Hamilton” mastermind, who recently went after President Trump over Puerto Rico, discusses the making of his new charity single, “Almost Like Praying.”"
hurricane maria,2017-10-24T21:57:41+0000,Senate Approves $36.5 Billion Aid Package as Hurricane Costs Mount,"The second installment of disaster aid, which the House approved earlier this month, includes a bailout of the National Flood Insurance Program."
